team_name,team_location,team_mascot,team_abbr,team_code,team_id_num,level,league_name,parent_org_name,parent_org_id,team_logo,team_cap_logo_on_light,team_dot_logo
ACL Angels,ACL Angels,ACL Angels,A-ANG,ala,404,Rookie,Arizona Complex League,Los Angeles Angels,108,https://www.mlbstatic.com/team-logos/404.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/404.svg,https://midfield.mlbstatic.com/v1/team/404/spots/500
DSL Angels,DSL Angels,DSL Angels,D-ANG,dan,600,Rookie,Dominican Summer League,Los Angeles Angels,108,https://www.mlbstatic.com/team-logos/600.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/600.svg,https://midfield.mlbstatic.com/v1/team/600/spots/500
Los Angeles Angels,LA Angels,Angels,LAA,ana,108,MLB,American League,Los Angeles Angels,108,https://www.mlbstatic.com/team-logos/108.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/108.svg,https://midfield.mlbstatic.com/v1/team/108/spots/500
Salt Lake Bees,Salt Lake,Bees,SL,slc,561,AAA,Pacific Coast League,Los Angeles Angels,108,https://www.mlbstatic.com/team-logos/561.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/561.svg,https://midfield.mlbstatic.com/v1/team/561/spots/500
Rocket City Trash Pandas,Rocket City,Trash Pandas,RCT,rcy,559,AA,Southern League,Los Angeles Angels,108,https://www.mlbstatic.com/team-logos/559.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/559.svg,https://midfield.mlbstatic.com/v1/team/559/spots/500
Tri-City Dust Devils,Tri-City,Dust Devils,TRI,tri,460,A+,Northwest League,Los Angeles Angels,108,https://www.mlbstatic.com/team-logos/460.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/460.svg,https://midfield.mlbstatic.com/v1/team/460/spots/500
Inland Empire 66ers,Inland Empire,66ers,IE,inl,401,A,California League,Los Angeles Angels,108,https://www.mlbstatic.com/team-logos/401.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/401.svg,https://midfield.mlbstatic.com/v1/team/401/spots/500
DSL LAD Bautista,DSL LAD Bautista,DSL LAD Bautista,D-LAB,ddo,611,Rookie,Dominican Summer League,Los Angeles Dodgers,119,https://www.mlbstatic.com/team-logos/611.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/611.svg,https://midfield.mlbstatic.com/v1/team/611/spots/500
ACL Dodgers,ACL Dodgers,ACL Dodgers,A-DOD,ald,5427,Rookie,Arizona Complex League,Los Angeles Dodgers,119,https://www.mlbstatic.com/team-logos/5427.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/5427.svg,https://midfield.mlbstatic.com/v1/team/5427/spots/500
DSL LAD Mega,DSL LAD Mega,DSL LAD Mega,D-LAM,ddm,612,Rookie,Dominican Summer League,Los Angeles Dodgers,119,https://www.mlbstatic.com/team-logos/612.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/612.svg,https://midfield.mlbstatic.com/v1/team/612/spots/500
Los Angeles Dodgers,LA Dodgers,Dodgers,LAD,lan,119,MLB,National League,Los Angeles Dodgers,119,https://www.mlbstatic.com/team-logos/119.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/119.svg,https://midfield.mlbstatic.com/v1/team/119/spots/500
Oklahoma City Comets,Okla. City,Comets,OKC,okc,238,AAA,Pacific Coast League,Los Angeles Dodgers,119,https://www.mlbstatic.com/team-logos/238.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/238.svg,https://midfield.mlbstatic.com/v1/team/238/spots/500
Tulsa Drillers,Tulsa,Drillers,TUL,tul,260,AA,Texas League,Los Angeles Dodgers,119,https://www.mlbstatic.com/team-logos/260.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/260.svg,https://midfield.mlbstatic.com/v1/team/260/spots/500
Great Lakes Loons,Great Lakes,Loons,GL,gla,456,A+,Midwest League,Los Angeles Dodgers,119,https://www.mlbstatic.com/team-logos/456.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/456.svg,https://midfield.mlbstatic.com/v1/team/456/spots/500
Rancho Cucamonga Quakes,Rancho Cuca.,Quakes,RC,rcq,526,A,California League,Los Angeles Dodgers,119,https://www.mlbstatic.com/team-logos/526.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/526.svg,https://midfield.mlbstatic.com/v1/team/526/spots/500
FCL Marlins,FCL Marlins,FCL Marlins,F-MRL,fma,467,Rookie,Florida Complex League,Miami Marlins,146,https://www.mlbstatic.com/team-logos/467.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/467.svg,https://midfield.mlbstatic.com/v1/team/467/spots/500
DSL Marlins,DSL Marlins,DSL Marlins,D-MRL,dmr,619,Rookie,Dominican Summer League,Miami Marlins,146,https://www.mlbstatic.com/team-logos/619.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/619.svg,https://midfield.mlbstatic.com/v1/team/619/spots/500
DSL Miami,DSL Miami,DSL Miami,D-MIA,dmi,2127,Rookie,Dominican Summer League,Miami Marlins,146,https://www.mlbstatic.com/team-logos/2127.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/2127.svg,https://midfield.mlbstatic.com/v1/team/2127/spots/500
Miami Marlins,Miami,Marlins,MIA,mia,146,MLB,National League,Miami Marlins,146,https://www.mlbstatic.com/team-logos/146.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/146.svg,https://midfield.mlbstatic.com/v1/team/146/spots/500
Jacksonville Jumbo Shrimp,Jacksonville,Jumbo Shrimp,JAX,jax,564,AAA,International League,Miami Marlins,146,https://www.mlbstatic.com/team-logos/564.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/564.svg,https://midfield.mlbstatic.com/v1/team/564/spots/500
Pensacola Blue Wahoos,Pensacola,Blue Wahoos,PNS,pen,4124,AA,Southern League,Miami Marlins,146,https://www.mlbstatic.com/team-logos/4124.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/4124.svg,https://midfield.mlbstatic.com/v1/team/4124/spots/500
Beloit Sky Carp,Beloit,Sky Carp,BEL,bel,554,A+,Midwest League,Miami Marlins,146,https://www.mlbstatic.com/team-logos/554.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/554.svg,https://midfield.mlbstatic.com/v1/team/554/spots/500
Jupiter Hammerheads,Jupiter,Hammerheads,JUP,jup,479,A,Florida State League,Miami Marlins,146,https://www.mlbstatic.com/team-logos/479.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/479.svg,https://midfield.mlbstatic.com/v1/team/479/spots/500
DSL Brewers 2,DSL Brewers 2,DSL Brewers 2,D-BW2,dbw,2101,Rookie,Dominican Summer League,Milwaukee Brewers,158,https://www.mlbstatic.com/team-logos/2101.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/2101.svg,https://midfield.mlbstatic.com/v1/team/2101/spots/500
ACL Brewers,ACL Brewers,ACL Brewers,A-BRW,amb,406,Rookie,Arizona Complex League,Milwaukee Brewers,158,https://www.mlbstatic.com/team-logos/406.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/406.svg,https://midfield.mlbstatic.com/v1/team/406/spots/500
DSL Brewers 1,DSL Brewers 1,DSL Brewers 1,D-BW1,dbe,607,Rookie,Dominican Summer League,Milwaukee Brewers,158,https://www.mlbstatic.com/team-logos/607.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/607.svg,https://midfield.mlbstatic.com/v1/team/607/spots/500
Milwaukee Brewers,Milwaukee,Brewers,MIL,mil,158,MLB,National League,Milwaukee Brewers,158,https://www.mlbstatic.com/team-logos/158.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/158.svg,https://midfield.mlbstatic.com/v1/team/158/spots/500
Nashville Sounds,Nashville,Sounds,NAS,nas,556,AAA,International League,Milwaukee Brewers,158,https://www.mlbstatic.com/team-logos/556.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/556.svg,https://midfield.mlbstatic.com/v1/team/556/spots/500
Biloxi Shuckers,Biloxi,Shuckers,BLX,blx,5015,AA,Southern League,Milwaukee Brewers,158,https://www.mlbstatic.com/team-logos/5015.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/5015.svg,https://midfield.mlbstatic.com/v1/team/5015/spots/500
Wisconsin Timber Rattlers,Wisconsin,Timber Rattlers,WIS,wis,572,A+,Midwest League,Milwaukee Brewers,158,https://www.mlbstatic.com/team-logos/572.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/572.svg,https://midfield.mlbstatic.com/v1/team/572/spots/500
Carolina Mudcats,Carolina,Mudcats,CAR,cmc,249,A,Carolina League,Milwaukee Brewers,158,https://www.mlbstatic.com/team-logos/249.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/249.svg,https://midfield.mlbstatic.com/v1/team/249/spots/500
DSL Twins,DSL Twins,DSL Twins,D-TWI,dtw,632,Rookie,Dominican Summer League,Minnesota Twins,142,https://www.mlbstatic.com/team-logos/632.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/632.svg,https://midfield.mlbstatic.com/v1/team/632/spots/500
FCL Twins,FCL Twins,FCL Twins,F-TWI,ftn,474,Rookie,Florida Complex League,Minnesota Twins,142,https://www.mlbstatic.com/team-logos/474.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/474.svg,https://midfield.mlbstatic.com/v1/team/474/spots/500
Minnesota Twins,Minnesota,Twins,MIN,min,142,MLB,American League,Minnesota Twins,142,https://www.mlbstatic.com/team-logos/142.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/142.svg,https://midfield.mlbstatic.com/v1/team/142/spots/500
St. Paul Saints,St. Paul,Saints,STP,stp,1960,AAA,International League,Minnesota Twins,142,https://www.mlbstatic.com/team-logos/1960.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/1960.svg,https://midfield.mlbstatic.com/v1/team/1960/spots/500
Wichita Wind Surge,Wichita,Wind Surge,WCH,wch,3898,AA,Texas League,Minnesota Twins,142,https://www.mlbstatic.com/team-logos/3898.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/3898.svg,https://midfield.mlbstatic.com/v1/team/3898/spots/500
Cedar Rapids Kernels,Cedar Rapids,Kernels,CR,ced,492,A+,Midwest League,Minnesota Twins,142,https://www.mlbstatic.com/team-logos/492.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/492.svg,https://midfield.mlbstatic.com/v1/team/492/spots/500
Fort Myers Mighty Mussels,Fort Myers,Miracle,FTM,ftm,509,A,Florida State League,Minnesota Twins,142,https://www.mlbstatic.com/team-logos/509.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/509.svg,https://midfield.mlbstatic.com/v1/team/509/spots/500
FCL Mets,FCL Mets,FCL Mets,F-MET,fme,468,Rookie,Florida Complex League,New York Mets,121,https://www.mlbstatic.com/team-logos/468.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/468.svg,https://midfield.mlbstatic.com/v1/team/468/spots/500
DSL Mets Orange,DSL Mets Orange,DSL Mets Orange,D-MEO,dmo,2117,Rookie,Dominican Summer League,New York Mets,121,https://www.mlbstatic.com/team-logos/2117.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/2117.svg,https://midfield.mlbstatic.com/v1/team/2117/spots/500
DSL Mets Blue,DSL Mets Blue,DSL Mets Blue,D-MEB,dmb,620,Rookie,Dominican Summer League,New York Mets,121,https://www.mlbstatic.com/team-logos/620.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/620.svg,https://midfield.mlbstatic.com/v1/team/620/spots/500
